"Tick","Id","GroupId","SurvivalLevel","Utility"
1.0,7,7,99.80000000000001,0.0
1.0,1,1,99.80000000000001,0.0
1.0,6,6,99.80000000000001,0.0
1.0,8,8,99.80000000000001,0.0
1.0,3,3,99.80000000000001,0.0
1.0,5,5,99.80000000000001,0.0
1.0,2,2,99.80000000000001,0.0
1.0,0,0,99.80000000000001,0.0
1.0,9,9,99.80000000000001,0.0
1.0,4,4,99.80000000000001,0.0
2.0,7,7,99.70000000000002,0.0
2.0,1,1,99.70000000000002,0.0
2.0,6,6,99.70000000000002,0.0
2.0,8,8,99.70000000000002,0.0
2.0,3,3,99.70000000000002,0.0
2.0,5,5,99.70000000000002,0.0
2.0,2,2,99.70000000000002,0.0
2.0,0,0,99.70000000000002,0.0
2.0,9,9,99.70000000000002,0.0
2.0,4,4,99.70000000000002,0.0
3.0,7,7,99.60000000000002,0.0
3.0,1,1,99.60000000000002,0.0
3.0,6,6,99.60000000000002,0.0
3.0,8,8,99.60000000000002,0.0
3.0,3,3,99.60000000000002,0.0
3.0,5,5,99.60000000000002,0.0
3.0,2,2,99.60000000000002,0.0
3.0,0,0,99.60000000000002,0.0
3.0,9,9,99.60000000000002,0.0
3.0,4,4,99.60000000000002,0.0
4.0,7,7,99.50000000000003,0.0
4.0,1,1,99.50000000000003,0.0
4.0,6,6,99.50000000000003,0.0
4.0,8,8,99.50000000000003,0.0
4.0,3,3,99.50000000000003,0.0
4.0,5,5,99.50000000000003,0.0
4.0,2,2,99.50000000000003,0.0
4.0,0,0,99.50000000000003,0.0
4.0,9,9,99.50000000000003,0.0
4.0,4,4,99.50000000000003,0.0
5.0,7,7,99.40000000000003,0.0
5.0,1,1,99.40000000000003,0.0
5.0,6,6,99.40000000000003,0.0
5.0,8,8,99.40000000000003,0.0
5.0,3,3,99.40000000000003,0.0
5.0,5,5,99.40000000000003,0.0
5.0,2,2,99.40000000000003,0.0
5.0,0,0,99.40000000000003,0.0
5.0,9,9,99.40000000000003,0.0
5.0,4,4,99.40000000000003,0.0
6.0,7,7,99.30000000000004,0.0
6.0,1,1,99.30000000000004,0.0
6.0,6,6,99.30000000000004,0.0
6.0,8,8,99.30000000000004,0.0
6.0,3,3,99.30000000000004,0.0
6.0,5,5,99.30000000000004,0.0
6.0,2,2,99.30000000000004,0.0
6.0,0,0,99.30000000000004,0.0
6.0,9,9,99.30000000000004,0.0
6.0,4,4,99.30000000000004,0.0
7.0,7,7,99.20000000000005,0.0
7.0,1,1,99.20000000000005,0.0
7.0,6,6,99.20000000000005,0.0
7.0,8,8,99.20000000000005,0.0
7.0,3,3,99.20000000000005,0.0
7.0,5,5,99.20000000000005,0.0
7.0,2,2,99.20000000000005,0.0
7.0,0,0,99.20000000000005,0.0
7.0,9,9,99.20000000000005,0.0
7.0,4,4,99.20000000000005,0.0
8.0,7,7,99.10000000000005,0.0
8.0,1,1,99.10000000000005,0.0
8.0,6,6,99.10000000000005,0.0
8.0,8,8,99.10000000000005,0.0
8.0,3,3,99.10000000000005,0.0
8.0,5,5,99.10000000000005,0.0
8.0,2,2,99.10000000000005,0.0
8.0,0,0,99.10000000000005,0.0
8.0,9,9,99.10000000000005,0.0
8.0,4,4,99.10000000000005,0.0
9.0,7,7,99.00000000000006,0.0
9.0,1,1,99.00000000000006,0.0
9.0,6,6,99.00000000000006,0.0
9.0,8,8,99.00000000000006,0.0
9.0,3,3,99.00000000000006,0.0
9.0,5,5,99.00000000000006,0.0
9.0,2,2,99.00000000000006,0.0
9.0,0,0,99.00000000000006,0.0
9.0,9,9,99.00000000000006,0.0
9.0,4,4,99.00000000000006,0.0
10.0,7,7,98.90000000000006,0.0
10.0,1,1,98.90000000000006,0.0
10.0,6,6,98.90000000000006,0.0
10.0,8,8,98.90000000000006,0.0
10.0,3,3,98.90000000000006,0.0
10.0,5,5,98.90000000000006,0.0
10.0,2,2,98.90000000000006,0.0
10.0,0,0,98.90000000000006,0.0
10.0,9,9,98.90000000000006,0.0
10.0,4,4,98.90000000000006,0.0
11.0,7,7,98.80000000000007,0.0
11.0,1,1,98.80000000000007,0.0
11.0,6,6,98.80000000000007,0.0
11.0,8,8,98.80000000000007,0.0
11.0,3,3,98.80000000000007,0.0
11.0,5,5,98.80000000000007,0.0
11.0,2,2,98.80000000000007,0.0
11.0,0,0,98.80000000000007,0.0
11.0,9,9,98.80000000000007,0.0
11.0,4,4,98.80000000000007,0.0
12.0,7,7,98.70000000000007,0.0
12.0,1,1,98.70000000000007,0.0
12.0,6,6,98.70000000000007,0.0
12.0,8,8,98.70000000000007,0.0
12.0,3,3,98.70000000000007,0.0
12.0,5,5,98.70000000000007,0.0
12.0,2,2,98.70000000000007,0.0
12.0,0,0,98.70000000000007,0.0
12.0,9,9,98.70000000000007,0.0
12.0,4,4,98.70000000000007,0.0
13.0,7,7,98.60000000000008,0.0
13.0,1,1,98.60000000000008,0.0
13.0,6,6,98.60000000000008,0.0
13.0,8,8,98.60000000000008,0.0
13.0,3,3,98.60000000000008,0.0
13.0,5,5,98.60000000000008,0.0
13.0,2,2,98.60000000000008,0.0
13.0,0,0,98.60000000000008,0.0
13.0,9,9,98.60000000000008,0.0
13.0,4,4,98.60000000000008,0.0
14.0,7,7,98.50000000000009,0.0
14.0,1,1,98.50000000000009,0.0
14.0,6,6,98.50000000000009,0.0
14.0,8,8,98.50000000000009,0.0
14.0,3,3,98.50000000000009,0.0
14.0,5,5,98.50000000000009,0.0
14.0,2,2,98.50000000000009,0.0
14.0,0,0,98.50000000000009,0.0
14.0,9,9,98.50000000000009,0.0
14.0,4,4,98.50000000000009,0.0
15.0,7,7,98.40000000000009,0.0
15.0,1,1,98.40000000000009,0.0
15.0,6,6,98.40000000000009,0.0
15.0,8,8,98.40000000000009,0.0
15.0,3,3,98.40000000000009,0.0
15.0,5,5,98.40000000000009,0.0
15.0,2,2,98.40000000000009,0.0
15.0,0,0,98.40000000000009,0.0
15.0,9,9,98.40000000000009,0.0
15.0,4,4,98.40000000000009,0.0
16.0,7,7,98.3000000000001,0.0
16.0,1,1,98.3000000000001,0.0
16.0,6,6,98.3000000000001,0.0
16.0,8,8,98.3000000000001,0.0
16.0,3,3,98.3000000000001,0.0
16.0,5,5,98.3000000000001,0.0
16.0,2,2,98.3000000000001,0.0
16.0,0,0,98.3000000000001,0.0
16.0,9,9,98.3000000000001,0.0
16.0,4,4,98.3000000000001,0.0
17.0,7,7,98.2000000000001,0.0
17.0,1,1,98.2000000000001,0.0
17.0,6,6,98.2000000000001,0.0
17.0,8,8,98.2000000000001,0.0
17.0,3,3,98.2000000000001,0.0
17.0,5,5,98.2000000000001,0.0
17.0,2,2,98.2000000000001,0.0
17.0,0,0,98.2000000000001,0.0
17.0,9,9,98.2000000000001,0.0
17.0,4,4,98.2000000000001,0.0
18.0,7,7,98.10000000000011,0.0
18.0,1,1,98.10000000000011,0.0
18.0,6,6,98.10000000000011,0.0
18.0,8,8,98.10000000000011,0.0
18.0,3,3,98.10000000000011,0.0
18.0,5,5,98.10000000000011,0.0
18.0,2,2,98.10000000000011,0.0
18.0,0,0,98.10000000000011,0.0
18.0,9,9,98.10000000000011,0.0
18.0,4,4,98.10000000000011,0.0
19.0,7,7,98.00000000000011,0.0
19.0,1,1,98.00000000000011,0.0
19.0,6,6,98.00000000000011,0.0
19.0,8,8,98.00000000000011,0.0
19.0,3,3,98.00000000000011,0.0
19.0,5,5,98.00000000000011,0.0
19.0,2,2,98.00000000000011,0.0
19.0,0,0,98.00000000000011,0.0
19.0,9,9,98.00000000000011,0.0
19.0,4,4,98.00000000000011,0.0
20.0,7,7,97.90000000000012,0.0
20.0,1,1,97.90000000000012,0.0
20.0,6,6,97.90000000000012,0.0
20.0,8,8,97.90000000000012,0.0
20.0,3,3,97.90000000000012,0.0
20.0,5,5,97.90000000000012,0.0
20.0,2,2,97.90000000000012,0.0
20.0,0,0,97.90000000000012,0.0
20.0,9,9,97.90000000000012,0.0
20.0,4,4,97.90000000000012,0.0
21.0,7,7,97.80000000000013,0.0
21.0,1,1,97.80000000000013,0.0
21.0,6,6,97.80000000000013,0.0
21.0,8,8,97.80000000000013,0.0
21.0,3,3,97.80000000000013,0.0
21.0,5,5,97.80000000000013,0.0
21.0,2,2,97.80000000000013,0.0
21.0,0,0,97.80000000000013,0.0
21.0,9,9,97.80000000000013,0.0
21.0,4,4,97.80000000000013,0.0
22.0,7,7,97.70000000000013,0.0
22.0,1,1,97.70000000000013,0.0
22.0,6,6,97.70000000000013,0.0
22.0,8,8,97.70000000000013,0.0
22.0,3,3,97.70000000000013,0.0
22.0,5,5,97.70000000000013,0.0
22.0,2,2,97.70000000000013,0.0
22.0,0,0,97.70000000000013,0.0
22.0,9,9,97.70000000000013,0.0
22.0,4,4,97.70000000000013,0.0
23.0,7,7,97.60000000000014,0.0
23.0,1,1,97.60000000000014,0.0
23.0,6,6,97.60000000000014,0.0
23.0,8,8,97.60000000000014,0.0
23.0,3,3,97.60000000000014,0.0
23.0,5,5,97.60000000000014,0.0
23.0,2,2,97.60000000000014,0.0
23.0,0,0,97.60000000000014,0.0
23.0,9,9,97.60000000000014,0.0
23.0,4,4,97.60000000000014,0.0
24.0,7,7,97.50000000000014,0.0
24.0,1,1,97.50000000000014,0.0
24.0,6,6,97.50000000000014,0.0
24.0,8,8,97.50000000000014,0.0
24.0,3,3,97.50000000000014,0.0
24.0,5,5,97.50000000000014,0.0
24.0,2,2,97.50000000000014,0.0
24.0,0,0,97.50000000000014,0.0
24.0,9,9,97.50000000000014,0.0
24.0,4,4,97.50000000000014,0.0
25.0,7,7,97.40000000000015,0.0
25.0,1,1,97.40000000000015,0.0
25.0,6,6,97.40000000000015,0.0
25.0,8,8,97.40000000000015,0.0
25.0,3,3,97.40000000000015,0.0
25.0,5,5,97.40000000000015,0.0
25.0,2,2,97.40000000000015,0.0
25.0,0,0,97.40000000000015,0.0
25.0,9,9,97.40000000000015,0.0
25.0,4,4,97.40000000000015,0.0
26.0,7,7,97.30000000000015,0.0
26.0,1,1,97.30000000000015,0.0
26.0,6,6,97.30000000000015,0.0
26.0,8,8,97.30000000000015,0.0
26.0,3,3,97.30000000000015,0.0
26.0,5,5,97.30000000000015,0.0
26.0,2,2,97.30000000000015,0.0
26.0,0,0,97.30000000000015,0.0
26.0,9,9,97.30000000000015,0.0
26.0,4,4,97.30000000000015,0.0
27.0,7,7,97.20000000000016,0.0
27.0,1,1,97.20000000000016,0.0
27.0,6,6,97.20000000000016,0.0
27.0,8,8,97.20000000000016,0.0
27.0,3,3,97.20000000000016,0.0
27.0,5,5,97.20000000000016,0.0
27.0,2,2,97.20000000000016,0.0
27.0,0,0,97.20000000000016,0.0
27.0,9,9,97.20000000000016,0.0
27.0,4,4,97.20000000000016,0.0
28.0,7,7,97.10000000000016,0.0
28.0,1,1,97.10000000000016,0.0
28.0,6,6,97.10000000000016,0.0
28.0,8,8,97.10000000000016,0.0
28.0,3,3,97.10000000000016,0.0
